AÑO;MES;DIA;HORA;VERANO(1)/INVIERNO(0);COEF. PERFIL P2.0TD;COEF. PERFIL P3.0TD;COEF. PERFIL P3.0TDVE
2021;6;17;24;1;0,000117001900;0,000109837601;0,000127818470
2021;6;18;1;1;0,000095317757;0,000100837668;0,000106449726
2021;6;18;2;1;0,000079961295;0,000094680011;0,000066128888
2021;6;18;3;1;0,000070599660;0,000091489708;0,000050554154
2021;6;18;4;1;0,000066236372;0,000089796764;0,000030291161
2021;6;18;5;1;0,000064164654;0,000089739053;0,000025115673
2021;6;18;6;1;0,000064692310;0,000091983116;0,000029125130
2021;6;18;7;1;0,000068156991;0,000095540164;0,000036240483
2021;6;18;8;1;0,000078943531;0,000106861792;0,000058649999
2021;6;18;9;1;0,000093655930;0,000139302378;0,000118179424
2021;6;18;10;1;0,000102738222;0,000161440493;0,000188239330
2021;6;18;11;1;0,000109305576;0,000172054894;0,000267533959
2021;6;18;12;1;0,000111829962;0,000177272899;0,000318711103
2021;6;18;13;1;0,000116531875;0,000180672646;0,000268378691
